"","approx_year_built","cats_allowed","coop_condo","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_full_bathrooms","num_half_bathrooms","num_total_rooms","sale_price","sq_footage","walk_score","Zipcode","total_charges"
"646",1940,"Yes","co-op",NA,"Yes","oil","no","Eat_In",980,2,1,0,7,NA,NA,"Somewhat Walkable","Central Queens",0
"647",2001,"No","condo",NA,"No","gas","no","Combo",0,2,2,0,5,NA,728,"Walker's Paradise","North Queens",941.416666666667
"648",NA,"No","co-op","combo","No","gas","no","Eat_In",632,1,1,0,3,NA,NA,"Walker's Paradise","North Queens",0
"649",NA,"No","co-op","combo","No","gas","no","Eat_In",632,1,1,0,3,NA,NA,"Walker's Paradise","North Queens",0
"650",1963,"No","co-op","combo","No","gas","no","Eat_In",463,1,1,0,3,NA,NA,"Walker's Paradise","North Queens",0
"651",1960,"No","co-op","formal","No","gas","no","Eat_In",901,2,1,1,5,NA,NA,"Car-Dependent","North Queens",0
"652",1986,"No","condo","combo","No","gas","no","Efficient",0,2,2,0,4,NA,871,"Walker's Paradise","North Queens",749
"653",1950,"No","co-op","combo","No",NA,"no","Eat_In",NA,2,1,0,5,NA,1100,"Very Walkable","Central Queens",0
"654",1966,"No","co-op","formal","No","gas","no","Combo",NA,3,2,0,6,NA,1400,"Walker's Paradise","North Queens",0
"655",1966,"No","co-op","formal","No","gas","no","Combo",NA,3,2,0,6,NA,1400,"Walker's Paradise","North Queens",0
"656",1964,"No","co-op",NA,"No","oil","no","Eat_In",792,2,1,0,4,NA,NA,"Walker's Paradise","North Queens",0
"657",1952,"No","co-op","combo","No","gas","yes","Eat_In",588,1,1,0,3,NA,NA,"Walker's Paradise","Jamaica",0
"658",1958,"Yes","co-op","combo","Yes","oil","yes","Efficient",718,1,1,0,3,NA,800,"Very Walkable","Jamaica",0
"659",1958,"Yes","co-op","combo","Yes","oil","no","Efficient",786,2,1,0,4,NA,975,"Very Walkable","Jamaica",0
"660",1958,"Yes","co-op","combo","Yes","oil","no","Efficient",837,2,1,0,4,NA,975,"Very Walkable","Jamaica",0
"661",1958,"Yes","co-op","combo","Yes","oil","yes","Efficient",667,1,1,0,3,NA,800,"Very Walkable","Jamaica",0
"662",1950,"Yes","co-op","combo","Yes","oil","no","Efficient",739,1,1,0,4,NA,800,"Walker's Paradise","Jamaica",0
"663",1999,"No","condo","combo","No","gas","no","Combo",0,2,2,0,5,NA,896,"Walker's Paradise","North Queens",697
"664",1955,"No","co-op","combo","No","gas","no","Efficient",645,2,1,0,4,NA,950,"Very Walkable","North Queens",0
"665",NA,"No","condo","combo","No","gas","no","Combo",396,2,2,0,5,NA,NA,"Walker's Paradise","North Queens",NA
"666",1952,"No","co-op","formal","No","oil","no","Efficient",647,1,1,0,3,NA,NA,"Very Walkable","Jamaica",0
"667",2006,"No","condo","formal","No","gas","no","Efficient",0,2,2,0,5,NA,NA,"Walker's Paradise","North Queens",NA
"668",NA,"No","co-op","combo","No","gas","no","Eat_In",928,2,1,0,4,NA,NA,"Walker's Paradise","North Queens",0
"669",1940,"No","co-op","combo","No",NA,"no","Efficient",NA,2,1,0,4,NA,900,"Walker's Paradise","Central Queens",0
"670",1955,"No","co-op","combo","No","gas","no","Efficient",770,3,1,0,5,NA,1000,"Very Walkable","North Queens",0
"671",1951,"Yes","co-op","formal","No","oil","no","Efficient",698,2,1,0,5,NA,NA,"Very Walkable","North Queens",0
"672",2011,"No","co-op","combo","No","gas","no","Eat_In",438,2,3,0,4,NA,2143,"Walker's Paradise","North Queens",0
"673",1937,"No","co-op","combo","No","gas","no","Eat_In",950,2,2,0,6,NA,1400,"Walker's Paradise","North Queens",0
"674",1937,"No","co-op","combo","No",NA,"no","Eat_In",571,1,1,0,4,NA,800,"Walker's Paradise","North Queens",0
"675",1940,"No","co-op","combo","No","gas","no","Eat_In",604,1,1,0,3,NA,750,"Walker's Paradise","Central Queens",0
"676",1955,"No","co-op","other","No","gas","no","Combo",NA,2,2,0,5,NA,NA,"Very Walkable","Southwest Queens",0
"677",1955,"No","co-op","combo","No","gas","no","Efficient",560,1,1,0,3,NA,NA,"Very Walkable","Jamaica",0
"678",1965,"No","co-op","formal","No",NA,"no","Efficient",NA,3,2,0,8,NA,NA,"Walker's Paradise","North Queens",0
"679",1965,"No","co-op","formal","No","gas","no","Eat_In",NA,3,2,0,7,NA,NA,"Walker's Paradise","North Queens",0
"680",1965,"No","co-op","formal","No","gas","no","Eat_In",NA,3,2,0,7,NA,NA,"Walker's Paradise","North Queens",0
"681",1955,"No","co-op","combo","No","gas","no","Eat_In",840,2,1,0,4,NA,NA,"Very Walkable","North Queens",0
"682",1959,"No","co-op","combo","No","oil","no","Efficient",546,NA,1,0,2,NA,NA,"Very Walkable","Jamaica",0
"683",1950,"No","co-op","combo","No",NA,"no","Efficient",380,NA,1,0,2,NA,400,"Very Walkable","Jamaica",0
"684",2005,"No","condo","formal","No","gas","no","Combo",0,2,2,0,4,NA,NA,"Walker's Paradise","North Queens",290.25
"685",2007,"Yes","condo","combo","Yes","gas","no","Combo",0,2,2,0,6,NA,855,"Walker's Paradise","North Queens",NA
"686",2007,"Yes","condo","combo","Yes","gas","no","Combo",0,2,2,0,6,NA,NA,"Walker's Paradise","North Queens",554
"687",2009,"No","condo","combo","No","gas","no","Efficient",245,1,1,0,3,NA,NA,"Very Walkable","Jamaica",NA
"688",2002,"No","condo","combo","No","gas","no","Combo",0,2,1,0,4,NA,1260,"Somewhat Walkable","North Queens",214
"689",1962,"No","co-op",NA,"No","oil","no","Efficient",NA,1,1,0,2,NA,450,"Walker's Paradise","North Queens",0
"690",1985,"No","co-op","combo","No","electric","no","Eat_In",493,NA,1,0,2,NA,NA,"Walker's Paradise","North Queens",0
"691",1948,"No","co-op","formal","No","oil","no","Efficient",975,2,1,0,5,NA,900,"Very Walkable","Jamaica",0
"692",1988,"No","condo","combo","No","gas","no","Combo",0,2,1,0,5,NA,915,"Walker's Paradise","North Queens",754.5
"693",1960,"No","co-op","formal","No","gas","no","Efficient",759,1,1,0,3,NA,840,"Very Walkable","North Queens",0
"694",1960,"No","co-op","combo","No","gas","no","Eat_In",857,2,1,0,5,NA,NA,"Very Walkable","North Queens",0
"695",1965,"No","co-op","combo","No","oil","no","Efficient",NA,1,1,0,3,NA,650,"Very Walkable","Central Queens",0
"696",1955,"No","co-op","combo","No","gas","no","Efficient",545,1,1,1,3,NA,NA,"Very Walkable","Central Queens",0
"697",1955,"No","co-op","formal","No","oil","no","Combo",598,1,1,0,3,NA,710,"Walker's Paradise","Central Queens",0
"698",1948,"No","co-op","formal","No","oil","no","Combo",570,1,1,0,3,NA,NA,"Very Walkable","Central Queens",0
"699",1950,"No","co-op","formal","No","gas","no","Efficient",NA,2,1,0,5,NA,1000,"Very Walkable","Central Queens",0
"700",1959,"No","co-op","combo","No","oil","no","Combo",850,2,1,0,4,NA,NA,"Walker's Paradise","North Queens",0
"701",1965,"No","co-op","combo","No","gas","yes","Eat_In",680,2,1,0,4,NA,900,"Walker's Paradise","North Queens",0
"702",1950,"No","co-op","combo","No","gas","no","Eat_In",800,2,1,0,4,NA,900,"Very Walkable","Central Queens",0
"703",1950,"No","co-op","other","No","oil","no","Efficient",552,1,1,0,4,NA,NA,"Very Walkable","North Queens",0
"704",1963,"No","co-op","combo","No",NA,"no","Eat_In",914,2,1,0,4,NA,800,"Very Walkable","Central Queens",0
"705",1954,"No","co-op","combo","No","gas","no","Eat_In",737,1,1,0,3,NA,NA,"Very Walkable","Central Queens",0
"706",1954,"No","co-op",NA,"No","gas","no","Eat_In",865,1,1,0,4,NA,NA,"Very Walkable","Central Queens",0
"707",1989,"No","condo","combo","No","gas","no","Efficient",0,1,1,0,3,NA,500,"Walker's Paradise","North Queens",698.166666666667
"708",1989,"Yes","condo","combo","Yes","gas","no","Efficient",0,1,1,0,3,NA,500,"Walker's Paradise","North Queens",657.5
"709",1962,"No","co-op","combo","No","gas","no","Combo",713,1,1,0,3,NA,NA,"Walker's Paradise","North Queens",0
"710",1952,"No","co-op",NA,"No","oil","no","Eat_In",695,2,1,0,5,NA,NA,"Somewhat Walkable","North Queens",0
"711",1950,"Yes","co-op","formal","Yes","gas","no","Eat_In",995,1,1,0,4,NA,NA,"Very Walkable","Central Queens",0
"712",1950,"No","co-op","formal","No","gas","no","Efficient",969,1,1,0,4,NA,NA,"Very Walkable","Central Queens",0
"713",1955,"No","co-op","other","No","gas","no","Efficient",738,1,1,0,3,NA,NA,"Very Walkable","Jamaica",0
"714",1950,"Yes","co-op","formal","Yes","oil","no","Efficient",NA,2,1,0,4,NA,NA,"Very Walkable","Southwest Queens",0
"715",1990,"Yes","condo",NA,"Yes","gas","no","Efficient",358,1,1,0,3,NA,650,"Walker's Paradise","North Queens",NA
"716",1948,"Yes","co-op","combo","Yes","gas","no","Eat_In",NA,2,1,0,5,NA,NA,"Very Walkable","Southwest Queens",0
"717",1987,"No","condo","formal","No","gas","no","Eat_In",0,3,2,0,4,NA,1250,"Walker's Paradise","North Queens",1185.33333333333
"718",1987,"Yes","condo",NA,"Yes","gas","no","Efficient",0,1,1,0,3,NA,580,"Walker's Paradise","North Queens",579.5
"719",1950,"Yes","co-op","combo","Yes","gas","no","Efficient",NA,2,1,0,5,NA,1000,"Very Walkable","Central Queens",0
"720",1988,"Yes","condo","combo","Yes","gas","yes","Efficient",0,2,2,0,5,NA,NA,"Walker's Paradise","North Queens",679.666666666667
"721",1988,"Yes","condo","combo","Yes","gas","yes","Efficient",0,2,2,0,5,NA,1050,"Walker's Paradise","North Queens",830.333333333333
"722",1947,"Yes","co-op","formal","Yes","gas","no","Eat_In",NA,2,1,0,4,NA,1000,"Very Walkable","Southwest Queens",0
"723",1958,"Yes","co-op","formal","No","gas","no","Eat_In",664,2,1,0,5,NA,NA,"Somewhat Walkable","North Queens",0
"724",1969,"No","condo","formal","No","gas","no","Combo",710,2,2,0,5,NA,1080,"Very Walkable","Southwest Queens",NA
"725",1965,"No","condo",NA,"No","gas","no","Efficient",0,2,2,0,5,NA,NA,"Very Walkable","Southwest Queens",924.083333333333
"726",1967,"No","condo","formal","No","other","yes","Eat_In",0,3,1,1,6,NA,NA,"Somewhat Walkable","Southeast Queens",470.333333333333
"727",1989,"No","condo","combo","No","gas","no","Eat_In",311,3,2,0,6,NA,NA,"Very Walkable","Southwest Queens",NA
"728",1950,"Yes","co-op","other","Yes","oil","yes","Eat_In",827,2,1,0,5,NA,1100,"Very Walkable","Central Queens",0
"729",1965,"Yes","co-op","other","Yes","oil","yes","Eat_In",683,1,1,0,3,NA,750,"Very Walkable","Central Queens",0
"730",1948,"No","co-op","formal","No","gas","no","Eat_In",NA,2,1,0,5,NA,NA,"Very Walkable","Jamaica",0
"731",2007,"Yes","condo","combo","Yes","gas","no","Efficient",0,1,1,0,3,NA,739,"Walker's Paradise","North Queens",441.666666666667
"732",NA,"Yes","condo","combo","Yes","gas","yes","Combo",0,NA,1,0,3,NA,500,"Walker's Paradise","Central Queens",543.333333333333
"733",1973,"Yes","condo","combo","Yes","gas","yes","Efficient",0,2,2,0,6,NA,1000,"Walker's Paradise","Central Queens",909.333333333333
"734",1985,"Yes","condo","formal","Yes","gas","no","Eat_In",0,2,2,0,5,NA,NA,"Very Walkable","Southwest Queens",579.25
"735",1948,"No","co-op","formal","No","gas","yes","Efficient",NA,2,1,0,5,NA,NA,"Very Walkable","Jamaica",0
"736",1948,"Yes","co-op",NA,"Yes","gas","no","Efficient",NA,2,1,0,4,NA,NA,"Very Walkable","Jamaica",0
"737",1950,"No","co-op","combo","No","oil","no","Efficient",NA,2,1,0,4,NA,NA,"Very Walkable","Central Queens",0
"738",1952,"No","co-op","formal","No","oil","no","Combo",627,1,1,0,3,NA,650,"Very Walkable","Central Queens",0
"739",1950,"Yes","co-op","formal","Yes",NA,"no","Efficient",NA,2,1,0,5,NA,1000,"Very Walkable","Jamaica",0
"740",1960,"Yes","co-op","combo","No","gas","no","Efficient",NA,2,2,0,5,NA,1100,"Very Walkable","Southwest Queens",0
"741",1960,"Yes","co-op",NA,"No","oil","no","Efficient",675,1,1,0,3,NA,NA,"Very Walkable","Southwest Queens",0
"742",1960,"Yes","co-op",NA,"No","oil","no","Efficient",675,1,1,0,3,NA,NA,"Very Walkable","Southwest Queens",0
"743",1961,"No","co-op",NA,"No",NA,"yes","Combo",707,2,1,0,4,NA,NA,"Very Walkable","Southwest Queens",0
"744",1960,"Yes","co-op","combo","No","gas","no","Efficient",NA,1,1,0,3,NA,NA,"Very Walkable","Southwest Queens",0
"745",1982,"No","condo","combo","No","gas","no","Eat_In",0,3,2,0,6,NA,NA,"Very Walkable","Southwest Queens",628.333333333333
"746",1966,"No","condo",NA,"No","gas","no","Efficient",0,1,1,0,4,NA,750,"Very Walkable","Southwest Queens",812.333333333333
"747",NA,"No","condo","formal","No","gas","yes","Eat_In",0,3,2,0,6,NA,NA,"Very Walkable","Southwest Queens",470
"748",1965,"Yes","co-op",NA,"No","gas","no","Efficient",670,1,1,0,4,NA,NA,"Very Walkable","Southwest Queens",0
"749",1973,"No","condo","combo","No","gas","no","Efficient",0,2,1,0,5,NA,NA,"Walker's Paradise","Central Queens",836.916666666667
"750",1973,"Yes","condo","combo","Yes","electric","yes","Efficient",0,2,1,0,5,NA,NA,"Walker's Paradise","Central Queens",774.916666666667
"751",1973,"No","condo",NA,"No","electric","yes","Combo",641,2,2,0,5,NA,1002,"Walker's Paradise","Central Queens",NA
"752",1946,"Yes","co-op",NA,"No","gas","no","Combo",NA,1,1,0,3,NA,NA,"Very Walkable","Central Queens",0
"753",1955,"Yes","co-op","formal","Yes","oil","no","Efficient",640,1,1,0,3,NA,700,"Very Walkable","Central Queens",0
"754",1963,"No","condo","combo","No","gas","no","Eat_In",0,1,1,0,3,NA,767,"Very Walkable","Central Queens",701.166666666667
"755",1963,"No","co-op","combo","No","oil","no","Efficient",718,1,1,0,4,NA,NA,"Very Walkable","Southwest Queens",0
"756",1965,"Yes","co-op","formal","No","gas","no","Efficient",NA,2,2,0,5,NA,NA,"Very Walkable","Southwest Queens",0
"757",1965,"No","co-op",NA,"No","oil","no","Efficient",782,1,1,0,3,NA,NA,"Very Walkable","Southwest Queens",0
"758",1950,"Yes","co-op","combo","No","gas","no","Efficient",788,1,1,0,3,NA,NA,"Very Walkable","North Queens",0
"759",1950,"Yes","co-op","formal","Yes","gas","no","Efficient",672,2,1,0,5,NA,NA,"Very Walkable","Southwest Queens",0
"760",1960,"No","condo",NA,"No","oil","no",NA,0,2,1,0,5,NA,NA,"Somewhat Walkable","Southwest Queens",483.333333333333
"761",1979,"Yes","condo","formal","Yes","gas","no","Eat_In",0,6,3,0,14,NA,2871,"Somewhat Walkable","Southwest Queens",NA
"762",1979,"Yes","condo",NA,"Yes","gas","yes","Eat_In",0,5,3,0,13,NA,NA,"Somewhat Walkable","Southwest Queens",693.583333333333
"763",1983,"No","condo","formal","No","gas","no","Eat_In",0,1,1,0,5,NA,850,"Walker's Paradise","North Queens",410.083333333333
"764",1962,"No","co-op","combo","No","oil","no","Combo",527,NA,1,0,2,NA,NA,"Walker's Paradise","Jamaica",0
"765",1961,"No","co-op","formal","No","gas","no","Eat_In",NA,2,2,0,6,NA,NA,"Walker's Paradise","Jamaica",0
"766",1961,"No","co-op","other","No","oil","no","Efficient",504,NA,1,0,3,NA,NA,"Walker's Paradise","Jamaica",0
"767",1928,"No","co-op",NA,"No","gas","no",NA,719,1,1,0,2,NA,NA,"Somewhat Walkable","North Queens",0
"768",1928,"Yes","co-op",NA,"No","gas","no","Eat_In",666,1,1,0,3,NA,675,"Somewhat Walkable","North Queens",0
"769",1920,"No","co-op","combo","No","gas","no","Efficient",NA,1,1,0,4,NA,820,"Somewhat Walkable","North Queens",0
"770",1928,"No","co-op",NA,"No","gas","no","Efficient",467,NA,1,0,0,NA,NA,"Somewhat Walkable","North Queens",0
"771",1950,"Yes","co-op","formal","No","oil","no","Efficient",975,2,1,0,5,NA,NA,"Very Walkable","North Queens",0
"772",1950,"Yes","co-op","combo","No","gas","yes","Combo",981,3,1,0,4,NA,900,"Very Walkable","North Queens",0
"773",1953,"Yes","co-op","combo","No","oil","no","Efficient",NA,3,1,0,5,NA,NA,"Car-Dependent","North Queens",0
"774",1953,"No","co-op","combo","No","oil","no","Efficient",895,1,1,0,3,NA,NA,"Car-Dependent","North Queens",0
"775",1953,"No","co-op","combo","No","oil","no","Efficient",NA,2,1,0,5,NA,NA,"Car-Dependent","North Queens",0
"776",1953,"Yes","co-op","combo","No","oil","no","Combo",866,1,1,0,3,NA,882,"Car-Dependent","North Queens",0
"777",1953,"Yes","co-op","combo","No","gas","no","Combo",870,1,1,0,3,NA,NA,"Car-Dependent","North Queens",0
"778",1958,"Yes","co-op","combo","Yes","gas","yes","Eat_In",900,1,1,0,3,NA,NA,"Car-Dependent","North Queens",0
"779",1956,"Yes","co-op","combo","Yes","oil","no","Eat_In",NA,2,1,0,5,NA,NA,"Car-Dependent","North Queens",0
"780",1950,"Yes","co-op","combo","No","gas","no","Eat_In",NA,2,1,0,5,NA,NA,"Very Walkable","North Queens",0
"781",1958,"No","co-op","other","No","other","no","Combo",530,NA,1,0,1,NA,550,"Walker's Paradise","Jamaica",0
"782",1958,"No","co-op","other","No","oil","no","Efficient",780,1,1,0,4,NA,800,"Walker's Paradise","Jamaica",0
"783",1950,"Yes","co-op","formal","No","gas","yes","Efficient",923,2,1,0,4,NA,715,"Somewhat Walkable","North Queens",0
"784",1959,"Yes","co-op","combo","No","oil","no","Efficient",NA,3,1,0,5,NA,1300,"Car-Dependent","North Queens",0
"785",1969,"No","co-op","formal","No","gas","no","Eat_In",NA,3,2,0,7,NA,1500,"Car-Dependent","North Queens",0
"786",1968,"Yes","co-op","combo","No","oil","yes","Eat_In",NA,2,2,0,4,NA,1078,"Car-Dependent","North Queens",0
"787",1963,"No","co-op","formal","No","oil","yes","Eat_In",NA,1,1,0,4,NA,1150,"Car-Dependent","North Queens",0
"788",1962,"No","co-op",NA,"No","gas","no","Eat_In",NA,1,1,0,1,NA,1160,"Car-Dependent","North Queens",0
"789",1962,"Yes","co-op",NA,"No","gas","no","Combo",NA,2,2,0,4,NA,1350,"Car-Dependent","North Queens",0
"790",1968,"Yes","co-op","formal","No","oil","no","Eat_In",NA,3,3,0,7,NA,2400,"Car-Dependent","North Queens",0
"791",NA,"No","co-op","formal","No","oil","no","Eat_In",NA,1,1,0,4,NA,NA,"Car-Dependent","North Queens",0
"792",1969,"No","co-op","formal","No","gas","yes","Eat_In",NA,3,2,0,7,NA,1500,"Car-Dependent","North Queens",0
"793",1953,"No","co-op","combo","No","oil","no","Combo",NA,3,1,0,5,NA,1144,"Car-Dependent","North Queens",0
"794",1953,"Yes","co-op","combo","No","oil","no","Eat_In",NA,3,1,0,6,NA,NA,"Car-Dependent","North Queens",0
"795",1988,"No","condo",NA,"No","gas","no","Eat_In",0,3,1,0,7,NA,NA,"Very Walkable","Jamaica",NA
"796",1958,"Yes","co-op","combo","No","oil","no","Efficient",893,1,1,0,3,NA,800,"Car-Dependent","North Queens",0
"797",1958,"Yes","co-op","combo","No","oil","no","Efficient",NA,2,1,0,4,NA,1000,"Car-Dependent","North Queens",0
"798",2000,"Yes","condo","formal","Yes","gas","no","Efficient",0,3,2,1,6,NA,2274,"Car-Dependent","North Queens",923
"799",1981,"No","condo","formal","No","gas","no","Eat_In",350,1,1,0,3,NA,755,"Very Walkable","North Queens",NA
"800",1950,"Yes","co-op",NA,"No","gas","no","Efficient",598,NA,1,0,2,NA,NA,"Walker's Paradise","Jamaica",0
"801",1949,"No","co-op","formal","No","gas","yes","Efficient",867,2,1,0,6,NA,NA,"Very Walkable","North Queens",0
"802",1960,"No","co-op",NA,"No","oil","yes","Efficient",445,NA,1,0,1,NA,NA,"Very Walkable","Jamaica",0
"803",1960,"No","co-op","combo","No","gas","no","Efficient",764,1,1,0,3,NA,NA,"Very Walkable","Jamaica",0
"804",1950,"Yes","co-op","combo","No","oil","no","Combo",NA,2,1,0,5,NA,NA,"Very Walkable","North Queens",0
"805",1968,"No","co-op","formal","No","oil","no","Eat_In",NA,3,2,1,6,NA,NA,"Very Walkable","North Queens",0
"806",2007,"No","condo","combo","No","gas","no","Efficient",0,1,1,1,5,NA,985,"Walker's Paradise","Jamaica",593.333333333333
"807",2007,"No","condo","combo","No","gas","no","Efficient",0,1,1,1,5,NA,985,"Walker's Paradise","Jamaica",593.333333333333
"808",1963,"Yes","co-op","formal","Yes","gas","no","Eat_In",525,1,1,0,3,NA,NA,"Walker's Paradise","Jamaica",0
"809",1970,"Yes","co-op","combo","Yes","gas","no","Efficient",NA,2,2,0,5,NA,NA,"Very Walkable","North Queens",0
"810",1970,"Yes","co-op","combo","Yes","gas","no","Efficient",NA,1,1,0,3,NA,NA,"Very Walkable","North Queens",0
"811",1960,"No","co-op","formal","No","gas","no","Combo",NA,1,1,0,4,NA,NA,"Somewhat Walkable","North Queens",0
"812",1970,"Yes","co-op","combo","No","oil","yes","Eat_In",767,1,1,0,4,NA,800,"Very Walkable","North Queens",0
"813",1970,"No","co-op","formal","No","oil","no","Eat_In",NA,1,1,0,4,NA,NA,"Very Walkable","North Queens",0
"814",1970,"No","co-op","formal","No","gas","yes","Efficient",NA,3,2,0,6,NA,NA,"Very Walkable","North Queens",0
